analyte_id,display_name,sex_context,age_context,phase_context,alignment,value_low,value_high,value_median,source_unit,normalized_unit,unit_kind,band_kind,specimen,assay_method,source_id,source_locator,source_role,confidence,display_allowed,caveat
testosterone_total,Total testosterone,male,pediatric_3_to_under_4,not_applicable,age_bin_midpoint,0.03,2.93,0.05,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_3_to_under_4,not_applicable,age_bin_midpoint,54,228,168,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_3_to_under_4,not_applicable,age_bin_midpoint,0.20,7.47,0.26,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_3_to_under_4,not_applicable,age_bin_midpoint,0.00,0.18,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_4_to_under_5,not_applicable,age_bin_midpoint,0.03,1.79,0.05,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_4_to_under_5,not_applicable,age_bin_midpoint,51,215,164,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_4_to_under_5,not_applicable,age_bin_midpoint,0.22,2.49,0.31,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_4_to_under_5,not_applicable,age_bin_midpoint,0.00,0.06,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_5_to_under_6,not_applicable,age_bin_midpoint,0.04,0.97,0.06,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_5_to_under_6,not_applicable,age_bin_midpoint,49,207,158,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_5_to_under_6,not_applicable,age_bin_midpoint,0.17,1.17,0.42,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_5_to_under_6,not_applicable,age_bin_midpoint,0.00,0.03,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_6_to_under_7,not_applicable,age_bin_midpoint,0.05,0.47,0.07,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_6_to_under_7,not_applicable,age_bin_midpoint,46,202,147,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_6_to_under_7,not_applicable,age_bin_midpoint,0.00,3.50,0.57,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_6_to_under_7,not_applicable,age_bin_midpoint,0.00,0.08,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_7_to_under_8,not_applicable,age_bin_midpoint,0.05,0.34,0.08,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_7_to_under_8,not_applicable,age_bin_midpoint,43,200,134,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_7_to_under_8,not_applicable,age_bin_midpoint,0.00,10.97,0.69,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_7_to_under_8,not_applicable,age_bin_midpoint,0.00,0.26,0.02,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_8_to_under_9,not_applicable,age_bin_midpoint,0.04,0.81,0.08,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_8_to_under_9,not_applicable,age_bin_midpoint,40,200,119,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_8_to_under_9,not_applicable,age_bin_midpoint,0.00,30.82,0.31,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_8_to_under_9,not_applicable,age_bin_midpoint,0.00,0.72,0.01,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_9_to_under_10,not_applicable,age_bin_midpoint,0.03,2.15,0.09,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_9_to_under_10,not_applicable,age_bin_midpoint,36,199,104,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_9_to_under_10,not_applicable,age_bin_midpoint,0.00,70.97,0.00,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_9_to_under_10,not_applicable,age_bin_midpoint,0.00,1.66,0.00,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_10_to_under_11,not_applicable,age_bin_midpoint,0.05,4.42,0.37,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_10_to_under_11,not_applicable,age_bin_midpoint,33,196,89,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_10_to_under_11,not_applicable,age_bin_midpoint,0.00,133.85,3.24,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_10_to_under_11,not_applicable,age_bin_midpoint,0.00,3.14,0.08,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_11_to_under_12,not_applicable,age_bin_midpoint,0.11,7.63,1.25,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_11_to_under_12,not_applicable,age_bin_midpoint,29,187,74,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_11_to_under_12,not_applicable,age_bin_midpoint,0.00,218.80,18.14,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_11_to_under_12,not_applicable,age_bin_midpoint,0.00,5.13,0.43,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_12_to_under_13,not_applicable,age_bin_midpoint,0.26,11.77,2.85,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_12_to_under_13,not_applicable,age_bin_midpoint,25,172,61,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_12_to_under_13,not_applicable,age_bin_midpoint,1.38,315.17,47.17,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_12_to_under_13,not_applicable,age_bin_midpoint,0.03,7.39,1.11,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_13_to_under_14,not_applicable,age_bin_midpoint,0.48,16.85,5.08,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_13_to_under_14,not_applicable,age_bin_midpoint,21,150,49,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_13_to_under_14,not_applicable,age_bin_midpoint,6.25,404.93,90.28,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_13_to_under_14,not_applicable,age_bin_midpoint,0.15,9.49,2.12,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_14_to_under_15,not_applicable,age_bin_midpoint,0.77,22.30,7.67,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_14_to_under_15,not_applicable,age_bin_midpoint,16,125,41,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_14_to_under_15,not_applicable,age_bin_midpoint,13.02,477.60,142.45,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_14_to_under_15,not_applicable,age_bin_midpoint,0.31,11.19,3.34,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_15_to_under_16,not_applicable,age_bin_midpoint,1.14,26.94,10.18,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_15_to_under_16,not_applicable,age_bin_midpoint,13,101,36,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_15_to_under_16,not_applicable,age_bin_midpoint,21.71,532.51,192.42,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_15_to_under_16,not_applicable,age_bin_midpoint,0.51,12.48,4.51,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_16_to_under_17,not_applicable,age_bin_midpoint,1.59,29.87,12.24,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_16_to_under_17,not_applicable,age_bin_midpoint,10,82,34,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_16_to_under_17,not_applicable,age_bin_midpoint,31.85,569.68,231.87,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_16_to_under_17,not_applicable,age_bin_midpoint,0.75,13.35,5.43,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_17_to_under_18,not_applicable,age_bin_midpoint,2.12,30.97,13.84,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_17_to_under_18,not_applicable,age_bin_midpoint,8,69,34,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_17_to_under_18,not_applicable,age_bin_midpoint,42.07,589.09,259.83,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
bioavailable_testosterone_calculated,Calculated bioavailable testosterone,male,pediatric_17_to_under_18,not_applicable,age_bin_midpoint,0.99,13.81,6.09,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric BAT point estimate; albumin assumptions and binding equations are method-specific.
testosterone_total,Total testosterone,male,pediatric_18_to_under_19,not_applicable,age_bin_midpoint,2.72,30.26,14.96,nmol/L,nmol/L,serum_concentration,central_95_interval_point_estimate,serum,LC-MS/MS,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; source warns against extrapolation outside the fitted age range.
shbg,SHBG,male,pediatric_18_to_under_19,not_applicable,age_bin_midpoint,6,62,36,nmol/L,nmol/L,binding_protein_concentration,central_95_interval_point_estimate,serum,Roche Cobas e601 immunoassay,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Pediatric quantile-regression point estimate by age bin; SHBG is method-specific binding-protein context.
calculated_free_testosterone,Calculated free testosterone,male,pediatric_18_to_under_19,not_applicable,age_bin_midpoint,51.08,590.75,276.29,pmol/L,pmol/L,serum_concentration,central_95_interval_point_estimate,serum,Calculated from LC-MS/MS testosterone and SHBG,jmsacl_2021_holmes_pediatric_testosterone_shbg_free_testosterone_quantile_reference_intervals,"Table 1, PDF page 3",direct_value,medium,true,Calculated pediatric FT point estimate; do not merge with directly measured equilibrium-dialysis free testosterone.
